city,state,year,crime_type,reported_cases,solved_cases,unsolved_cases,Monetary Loss (INR),Victim Age,Victim Gender,Victim Profession,population,literacy_rate,internet_penetration,unemployment_rate
Ahmedabad,Gujarat,2023,Ransomware,64,1,63,538102.46,29,Other,Teacher,15007846,73.09,57.78,8.8
Surat,Gujarat,2024,Cyberstalking,186,6,180,2439716.87,33,Female,Engineer,3944640,89.1,73.81,5.48
Vadodara,Gujarat,2023,Hacking,411,105,306,2629518.41,37,Female,Engineer,14752409,85.27,57.15,2.67
Rajkot,Gujarat,2022,Financial Fraud,21,10,11,3257451.09,58,Male,Teacher,17363882,66.11,39.61,7.6
Bhavnagar,Gujarat,2023,Data Breach,418,207,211,3167313.58,26,Other,Freelancer,13323542,61.02,66.85,3.97
Jaipur,Rajasthan,2024,Ransomware,209,1,208,3538441.3,28,Female,Engineer,19422581,63.56,82.32,3.87
Jodhpur,Rajasthan,2023,Data Breach,244,29,215,1348649.31,70,Female,Government Employee,13090569,81.4,65.22,5.48
Udaipur,Rajasthan,2023,Cyberstalking,426,344,82,3544642.39,34,Other,Engineer,4544541,70.96,44.31,3.17
Kota,Rajasthan,2023,Cyberstalking,271,198,73,2120283.58,23,Other,Freelancer,14244826,66.5,68.13,8.93
Ajmer,Rajasthan,2024,Cyberstalking,294,85,209,2473728.03,23,Male,Government Employee,15183081,81.68,81.93,11.52
Patna,Bihar,2023,Cyberstalking,109,104,5,1950523.67,50,Other,Unemployed,13778270,83.96,54.94,10.4
Gaya,Bihar,2023,Cyberstalking,52,36,16,202760.49,63,Male,Business,1147065,69.62,62.26,3.68
Muzaffarpur,Bihar,2023,Hacking,291,261,30,610394.43,22,Female,Government Employee,18237957,88.79,32.5,9.19
Bhagalpur,Bihar,2024,Data Breach,227,26,201,3693144.05,56,Male,Business,1131472,75.74,50.91,10.17
Purnia,Bihar,2023,Financial Fraud,407,121,286,1088896.93,62,Other,Government Employee,14416902,65.81,38.35,4.07
Bhopal,Madhya Pradesh,2022,Phishing,301,179,122,2684789.95,53,Other,Doctor,10910013,94.27,47.56,7.73
Indore,Madhya Pradesh,2024,Financial Fraud,79,52,27,4597905.12,32,Other,Doctor,4502366,68.74,72.68,10.28
Jabalpur,Madhya Pradesh,2024,Ransomware,260,72,188,2908256.37,32,Other,Freelancer,12638694,75.82,68.02,10.8
Gwalior,Madhya Pradesh,2022,Ransomware,273,142,131,3488782.9,38,Female,Unemployed,11032005,80.37,82.13,10.47
Ujjain,Madhya Pradesh,2022,Hacking,335,183,152,4258025.89,65,Other,Freelancer,7359159,93.88,79.49,6.95
Mumbai,Maharashtra,2023,Online Harassment,182,140,42,2910771.52,51,Female,Government Employee,1674345,61.61,67.57,10.37
Pune,Maharashtra,2022,Financial Fraud,485,439,46,832018.4,44,Male,Freelancer,6838672,94.85,84.56,10.82
Nagpur,Maharashtra,2023,Cyberstalking,457,448,9,1406396.32,56,Female,Business,2815574,73.01,84.23,3.66
Nashik,Maharashtra,2023,Online Harassment,381,358,23,3788399.18,42,Other,Engineer,3243834,60.04,58.61,3.33
Thane,Maharashtra,2022,Hacking,14,0,14,3493205.68,67,Male,Freelancer,4485062,76.72,43.74,2.89
New Delhi,Delhi,2022,Financial Fraud,170,94,76,4410895.53,23,Female,Doctor,4843353,62.39,63.8,8.1
Dwarka,Delhi,2022,Hacking,189,184,5,1104624.48,62,Male,Freelancer,14893939,90.1,35.2,3.0
Rohini,Delhi,2022,Ransomware,189,109,80,1606793.16,23,Male,Business,2876917,68.69,66.06,9.21
Saket,Delhi,2023,Phishing,444,433,11,3309106.58,34,Male,Teacher,13194982,70.34,33.27,10.98
Karol Bagh,Delhi,2022,Hacking,207,28,179,1243354.69,55,Other,Engineer,17776353,91.11,30.72,5.61
Bengaluru,Karnataka,2023,Cyberstalking,208,145,63,2133274.49,49,Other,Doctor,15854628,93.41,76.22,2.17
Mysuru,Karnataka,2022,Phishing,144,55,89,247142.97,18,Female,Business,16862413,86.85,55.41,6.02
Mangaluru,Karnataka,2024,Cyberstalking,152,21,131,1584039.08,47,Male,Doctor,18048267,71.44,65.19,9.63
Hubli,Karnataka,2024,Financial Fraud,168,111,57,3663293.97,69,Male,Student,8253379,63.02,56.07,6.53
Belgaum,Karnataka,2024,Phishing,168,168,0,3716257.99,22,Male,Doctor,430863,65.73,87.18,7.23
Chennai,Tamil Nadu,2024,Online Harassment,95,47,48,678306.51,64,Female,Engineer,1035032,71.73,55.76,7.24
Coimbatore,Tamil Nadu,2023,Financial Fraud,264,233,31,2578370.3,18,Female,Doctor,12387554,65.51,76.4,10.94
Madurai,Tamil Nadu,2024,Financial Fraud,126,94,32,2568683.18,17,Male,Teacher,1592884,76.51,52.98,3.5
Tiruchirappalli,Tamil Nadu,2022,Ransomware,124,41,83,1278902.76,61,Female,Business,2663456,80.0,37.16,8.73
Salem,Tamil Nadu,2022,Cyberstalking,124,102,22,2603081.95,17,Female,Engineer,15655970,90.31,76.41,5.11
Lucknow,Uttar Pradesh,2022,Hacking,14,5,9,1043322.21,51,Female,Teacher,15616796,72.89,88.31,11.98
Kanpur,Uttar Pradesh,2022,Data Breach,87,0,87,4665367.79,16,Male,Government Employee,371948,93.28,30.09,8.57
Ghaziabad,Uttar Pradesh,2024,Online Harassment,63,26,37,2672581.72,30,Female,Unemployed,2059745,94.04,38.54,4.8
Varanasi,Uttar Pradesh,2022,Data Breach,469,432,37,2622808.13,59,Female,Unemployed,2898852,80.33,60.33,8.37
Agra,Uttar Pradesh,2023,Financial Fraud,313,290,23,358300.17,57,Male,Teacher,9837023,69.13,48.9,10.01
Kolkata,West Bengal,2024,Identity Theft,172,115,57,1396181.57,19,Male,Doctor,19669546,63.81,36.34,6.5
Howrah,West Bengal,2023,Ransomware,71,68,3,1823522.86,64,Male,Unemployed,10395090,76.22,81.15,2.9
Durgapur,West Bengal,2024,Online Harassment,433,360,73,3499546.02,17,Male,Government Employee,5026920,63.19,44.89,5.56
Asansol,West Bengal,2024,Phishing,356,153,203,1337825.62,26,Male,Freelancer,15223353,79.46,63.01,2.95
Siliguri,West Bengal,2022,Cyberstalking,72,1,71,355262.46,64,Male,Doctor,6698241,88.83,52.33,8.3
Ahmedabad,Gujarat,2024,Financial Fraud,308,300,8,1331162.23,67,Male,Student,2213322,66.92,68.76,10.09
Surat,Gujarat,2022,Identity Theft,72,5,67,4714289.27,18,Male,Freelancer,13303956,77.36,52.96,6.27
Vadodara,Gujarat,2023,Data Breach,475,95,380,1411159.76,43,Male,Student,8297168,82.65,59.93,10.83
Rajkot,Gujarat,2023,Phishing,54,17,37,1945925.62,41,Male,Teacher,18292091,87.82,89.36,9.82
Bhavnagar,Gujarat,2023,Hacking,288,248,40,1752968.89,51,Other,Government Employee,13081913,69.47,31.56,7.97
Jaipur,Rajasthan,2022,Online Harassment,39,30,9,2670689.85,64,Other,Teacher,5406119,63.5,69.41,4.67
Jodhpur,Rajasthan,2024,Phishing,401,112,289,2899675.94,66,Female,Government Employee,5878808,66.16,65.55,10.06
Udaipur,Rajasthan,2024,Identity Theft,477,302,175,189622.52,59,Female,Doctor,18944798,93.19,80.2,10.1
Kota,Rajasthan,2023,Online Harassment,99,62,37,237920.52,18,Male,Teacher,718672,78.43,30.04,11.18
Ajmer,Rajasthan,2022,Cyberstalking,184,183,1,928426.37,66,Female,Student,785274,65.17,72.28,3.42
Patna,Bihar,2022,Identity Theft,47,23,24,3537463.15,57,Female,Engineer,11343115,70.56,38.19,3.58
Gaya,Bihar,2023,Hacking,342,162,180,912303.22,50,Other,Government Employee,7540597,83.29,78.87,5.78
Muzaffarpur,Bihar,2024,Online Harassment,75,22,53,3657713.23,59,Other,Freelancer,19091561,61.13,66.14,11.21
Bhagalpur,Bihar,2024,Data Breach,337,289,48,565345.65,46,Male,Government Employee,2660757,68.33,88.94,3.68
Purnia,Bihar,2022,Identity Theft,238,2,236,1362801.58,30,Other,Engineer,11810196,68.98,36.48,2.01
Bhopal,Madhya Pradesh,2023,Hacking,385,214,171,4847054.03,41,Female,Freelancer,11835362,79.11,36.09,6.79
Indore,Madhya Pradesh,2024,Data Breach,93,57,36,414861.48,69,Male,Business,723705,71.16,87.1,2.74
Jabalpur,Madhya Pradesh,2022,Ransomware,92,9,83,2757878.98,20,Female,Unemployed,1089959,75.1,69.22,8.07
Gwalior,Madhya Pradesh,2023,Cyberstalking,37,6,31,1688918.17,27,Female,Business,9496346,70.41,35.75,5.93
Ujjain,Madhya Pradesh,2024,Hacking,88,6,82,1836103.16,42,Male,Business,16167146,66.99,31.54,3.71
Mumbai,Maharashtra,2023,Financial Fraud,252,216,36,621769.17,65,Female,Unemployed,16461365,91.32,45.9,8.42
Pune,Maharashtra,2023,Cyberstalking,199,97,102,1878538.24,43,Male,Business,14805240,76.28,43.57,4.69
Nagpur,Maharashtra,2022,Cyberstalking,395,356,39,3353968.87,20,Other,Government Employee,18218013,74.49,75.39,4.28
Nashik,Maharashtra,2022,Ransomware,429,267,162,2122228.77,49,Other,Unemployed,19267102,90.86,58.58,2.79
Thane,Maharashtra,2024,Phishing,267,264,3,4012229.17,58,Other,Doctor,4085989,93.22,56.94,11.49
New Delhi,Delhi,2022,Data Breach,423,98,325,674620.69,42,Male,Freelancer,6825286,94.9,67.63,10.34
Dwarka,Delhi,2023,Identity Theft,476,372,104,4575160.99,19,Male,Freelancer,18718484,73.91,49.57,4.76
Rohini,Delhi,2023,Phishing,412,358,54,3134136.75,48,Female,Engineer,13956379,65.24,64.0,7.83
Saket,Delhi,2022,Financial Fraud,298,51,247,3939440.87,70,Other,Government Employee,13837181,69.24,69.29,7.72
Karol Bagh,Delhi,2023,Phishing,98,35,63,2044721.09,54,Other,Freelancer,1351325,73.85,82.74,8.91
Bengaluru,Karnataka,2022,Hacking,481,137,344,4490305.24,16,Female,Business,10483727,69.81,59.5,8.96
Mysuru,Karnataka,2022,Data Breach,78,38,40,4872386.15,43,Female,Business,14034572,81.17,35.36,6.42
Mangaluru,Karnataka,2023,Hacking,398,264,134,4342585.4,67,Male,Doctor,2251740,70.89,60.41,3.36
Hubli,Karnataka,2024,Phishing,98,24,74,4382143.75,27,Male,Teacher,1159680,75.98,85.08,9.05
Belgaum,Karnataka,2023,Identity Theft,431,237,194,2550375.56,55,Male,Student,8168095,73.04,65.64,3.78
Chennai,Tamil Nadu,2023,Identity Theft,186,41,145,4196386.16,31,Other,Engineer,9615341,60.96,32.98,10.54
Coimbatore,Tamil Nadu,2022,Data Breach,341,115,226,3404591.47,32,Other,Freelancer,17272860,60.7,76.82,9.68
Madurai,Tamil Nadu,2022,Hacking,476,67,409,3254489.19,53,Male,Teacher,8518817,81.29,86.58,9.13
Tiruchirappalli,Tamil Nadu,2024,Online Harassment,226,96,130,4265351.56,44,Female,Teacher,15709786,70.58,61.24,8.24
Salem,Tamil Nadu,2024,Financial Fraud,13,8,5,4997175.43,68,Female,Business,10065190,83.95,58.9,5.36
Lucknow,Uttar Pradesh,2023,Identity Theft,451,141,310,1342677.19,60,Other,Business,6370315,65.25,75.93,11.0
Kanpur,Uttar Pradesh,2024,Ransomware,348,163,185,3419740.96,61,Male,Unemployed,9968845,69.08,55.11,5.88
Ghaziabad,Uttar Pradesh,2022,Data Breach,185,185,0,3581177.98,58,Other,Unemployed,12079167,77.76,80.73,10.41
Varanasi,Uttar Pradesh,2024,Cyberstalking,160,24,136,2380365.32,62,Female,Doctor,11311956,82.91,43.34,4.23
Agra,Uttar Pradesh,2023,Ransomware,413,169,244,1889828.03,52,Female,Unemployed,4002090,76.47,81.98,7.84
Kolkata,West Bengal,2024,Financial Fraud,251,227,24,1012991.83,22,Other,Freelancer,17828430,70.44,33.24,10.54
Howrah,West Bengal,2022,Data Breach,185,104,81,4936598.42,44,Male,Government Employee,6101768,87.26,59.25,8.31
Durgapur,West Bengal,2022,Identity Theft,334,29,305,73331.83,32,Male,Doctor,19386711,86.76,59.37,9.64
Asansol,West Bengal,2022,Cyberstalking,324,222,102,3185763.33,40,Female,Unemployed,12911964,60.16,62.03,9.31
Siliguri,West Bengal,2022,Identity Theft,397,271,126,993354.71,58,Male,Teacher,7642217,84.27,50.66,3.29
Ahmedabad,Gujarat,2023,Online Harassment,95,8,87,4128026.96,34,Female,Unemployed,17507982,80.87,50.27,10.88
Surat,Gujarat,2022,Identity Theft,471,250,221,1828291.89,27,Male,Freelancer,691719,67.99,73.63,3.31
Vadodara,Gujarat,2024,Phishing,311,258,53,886474.47,38,Other,Student,12639368,90.68,45.35,7.35
Rajkot,Gujarat,2022,Phishing,348,55,293,3285159.71,16,Male,Engineer,14034667,75.55,37.42,4.53
Bhavnagar,Gujarat,2024,Cyberstalking,115,88,27,3444413.14,15,Female,Freelancer,3438321,83.19,46.2,8.06
Jaipur,Rajasthan,2022,Ransomware,435,53,382,2582344.69,54,Male,Business,3875626,87.47,59.86,8.09
Jodhpur,Rajasthan,2023,Data Breach,193,180,13,2078293.34,25,Male,Unemployed,7019053,84.09,58.84,4.35
Udaipur,Rajasthan,2022,Financial Fraud,474,56,418,4184399.22,57,Female,Doctor,3072672,87.28,34.5,9.24
Kota,Rajasthan,2023,Data Breach,243,75,168,1357418.86,18,Male,Doctor,1373538,89.83,51.61,8.77
Ajmer,Rajasthan,2023,Financial Fraud,58,54,4,3803109.82,17,Male,Doctor,5771442,71.5,83.67,11.55
Patna,Bihar,2023,Financial Fraud,200,87,113,955203.63,40,Female,Unemployed,9171204,89.25,71.39,6.78
Gaya,Bihar,2023,Cyberstalking,67,16,51,3496040.87,18,Male,Engineer,14009573,91.89,58.96,7.69
Muzaffarpur,Bihar,2023,Cyberstalking,322,194,128,3906863.26,54,Male,Doctor,16259463,92.21,36.78,6.11
Bhagalpur,Bihar,2022,Financial Fraud,143,80,63,111183.05,70,Other,Teacher,11401485,78.17,71.29,8.18
Purnia,Bihar,2023,Data Breach,256,177,79,3335367.69,56,Female,Doctor,18784923,91.22,66.77,2.12
Bhopal,Madhya Pradesh,2022,Hacking,446,253,193,4353607.39,19,Female,Government Employee,8132988,71.58,46.69,7.07
Indore,Madhya Pradesh,2024,Ransomware,216,209,7,1213250.0,44,Female,Unemployed,3003456,89.98,56.82,3.19
Jabalpur,Madhya Pradesh,2023,Phishing,62,25,37,2091075.81,50,Other,Student,3099948,87.71,87.79,8.38
Gwalior,Madhya Pradesh,2024,Data Breach,345,343,2,2308229.22,36,Female,Student,7529890,89.55,49.92,9.67
Ujjain,Madhya Pradesh,2024,Hacking,376,336,40,1848308.01,43,Male,Engineer,7490598,60.08,51.31,8.34
Mumbai,Maharashtra,2023,Identity Theft,369,54,315,276601.64,25,Female,Doctor,13780834,63.74,66.65,3.88
Pune,Maharashtra,2023,Data Breach,244,211,33,3918031.0,60,Female,Engineer,13957317,61.63,67.99,8.72
Nagpur,Maharashtra,2022,Hacking,244,168,76,2967115.02,47,Male,Unemployed,195546,78.56,32.91,11.35
Nashik,Maharashtra,2024,Hacking,483,260,223,3916353.41,26,Other,Doctor,4357777,63.62,69.45,8.06
Thane,Maharashtra,2023,Ransomware,224,155,69,4583755.7,63,Male,Business,13400301,93.73,88.23,6.53
New Delhi,Delhi,2022,Cyberstalking,221,154,67,3515070.71,62,Other,Business,18431318,90.12,72.71,11.36
Dwarka,Delhi,2024,Data Breach,112,26,86,3139629.57,33,Other,Government Employee,4501724,94.35,69.01,11.58
Rohini,Delhi,2024,Identity Theft,373,59,314,3815836.37,50,Female,Freelancer,17964805,70.01,80.84,10.08
Saket,Delhi,2024,Financial Fraud,22,12,10,769367.22,57,Male,Teacher,9008304,86.26,39.66,4.87
Karol Bagh,Delhi,2023,Cyberstalking,439,31,408,3468444.51,33,Male,Student,12085385,88.49,36.15,10.68
Bengaluru,Karnataka,2024,Data Breach,390,331,59,2828289.24,30,Other,Business,1626383,92.43,53.25,11.57
Mysuru,Karnataka,2024,Identity Theft,292,27,265,114177.93,31,Male,Unemployed,7618151,91.9,72.28,8.48
Mangaluru,Karnataka,2024,Data Breach,407,371,36,4823234.62,33,Female,Doctor,2548764,66.54,40.43,7.14
Hubli,Karnataka,2023,Phishing,229,71,158,2805163.17,23,Male,Business,239419,71.57,72.58,3.55
Belgaum,Karnataka,2022,Identity Theft,315,26,289,3879621.7,55,Other,Business,16510158,87.65,63.01,2.73
Chennai,Tamil Nadu,2024,Identity Theft,279,112,167,4787089.2,48,Male,Doctor,14006336,79.01,54.21,5.49
Coimbatore,Tamil Nadu,2022,Identity Theft,179,92,87,1503193.07,63,Other,Unemployed,18885266,88.83,88.87,2.09
Madurai,Tamil Nadu,2024,Identity Theft,238,61,177,4527257.47,54,Other,Teacher,1388058,83.89,49.26,11.16
Tiruchirappalli,Tamil Nadu,2022,Ransomware,141,138,3,3633679.26,16,Other,Government Employee,17307348,88.1,56.73,2.44
Salem,Tamil Nadu,2024,Data Breach,174,131,43,457609.97,21,Male,Student,2246869,67.38,67.77,4.13
Lucknow,Uttar Pradesh,2024,Ransomware,437,53,384,1067618.86,68,Other,Freelancer,2469962,86.14,39.23,6.59
Kanpur,Uttar Pradesh,2023,Phishing,54,4,50,318626.95,65,Female,Engineer,19342533,88.76,84.66,6.08
Ghaziabad,Uttar Pradesh,2023,Ransomware,231,80,151,133610.29,58,Male,Student,2171901,86.46,65.14,9.01
Varanasi,Uttar Pradesh,2022,Identity Theft,485,257,228,575370.93,65,Other,Business,2952633,69.85,85.6,5.81
Agra,Uttar Pradesh,2024,Phishing,252,40,212,2690665.43,23,Other,Freelancer,18361474,70.32,68.04,4.98
Kolkata,West Bengal,2024,Identity Theft,500,486,14,105193.53,70,Other,Doctor,4185085,61.46,64.36,5.94
Howrah,West Bengal,2024,Financial Fraud,166,53,113,3754068.1,61,Female,Teacher,13896387,91.7,81.09,3.42
Durgapur,West Bengal,2022,Data Breach,325,129,196,1011914.77,26,Other,Student,18466387,76.14,62.98,4.91
Asansol,West Bengal,2022,Online Harassment,60,12,48,3641666.82,46,Female,Government Employee,4352186,83.5,44.07,4.85
Siliguri,West Bengal,2022,Data Breach,172,124,48,2280697.59,54,Other,Business,19651490,65.33,64.01,10.08
Ahmedabad,Gujarat,2023,Cyberstalking,12,5,7,1268566.94,29,Other,Freelancer,9333834,89.4,38.06,9.33
Surat,Gujarat,2023,Hacking,238,91,147,3885096.46,46,Other,Engineer,5947867,82.59,34.92,4.81
Vadodara,Gujarat,2022,Data Breach,144,19,125,3650755.57,16,Other,Student,19575004,80.26,76.15,4.13
Rajkot,Gujarat,2022,Online Harassment,288,276,12,2386914.56,64,Male,Government Employee,13220059,67.82,76.33,9.33
Bhavnagar,Gujarat,2023,Cyberstalking,247,128,119,2576539.37,40,Female,Student,8065509,89.68,78.39,8.14
Jaipur,Rajasthan,2022,Cyberstalking,238,40,198,936768.66,51,Other,Doctor,16273682,92.87,32.43,9.61
Jodhpur,Rajasthan,2022,Financial Fraud,145,94,51,1208392.41,57,Male,Government Employee,13072243,76.44,57.28,2.46
Udaipur,Rajasthan,2024,Identity Theft,62,45,17,4843784.93,55,Female,Business,19465649,79.05,40.43,8.54
Kota,Rajasthan,2023,Financial Fraud,274,128,146,1912827.47,29,Other,Freelancer,11891292,88.6,50.7,9.93
Ajmer,Rajasthan,2024,Phishing,266,71,195,2227498.57,29,Male,Business,7147336,65.26,39.44,8.02
Patna,Bihar,2022,Data Breach,222,207,15,1684612.59,22,Female,Unemployed,16123283,67.37,39.67,10.33
Gaya,Bihar,2022,Data Breach,32,8,24,2888758.23,25,Male,Student,19252171,65.14,39.98,11.22
Muzaffarpur,Bihar,2024,Ransomware,316,288,28,3206232.4,61,Other,Business,2927242,67.58,66.39,6.71
Bhagalpur,Bihar,2023,Cyberstalking,122,106,16,2083295.92,24,Other,Doctor,17189768,69.26,73.45,5.43
Purnia,Bihar,2023,Financial Fraud,127,96,31,1958036.32,21,Male,Teacher,17589282,90.09,60.26,6.2
Bhopal,Madhya Pradesh,2022,Financial Fraud,100,60,40,4512960.68,53,Male,Engineer,3176936,76.88,37.82,8.03
Indore,Madhya Pradesh,2022,Ransomware,277,215,62,1883368.38,17,Other,Freelancer,7750280,92.84,58.93,9.69
Jabalpur,Madhya Pradesh,2023,Financial Fraud,227,34,193,1309864.24,64,Male,Engineer,9554852,80.94,62.62,4.58
Gwalior,Madhya Pradesh,2022,Phishing,305,267,38,633251.59,15,Female,Teacher,10649902,74.31,36.39,6.26
Ujjain,Madhya Pradesh,2024,Online Harassment,143,137,6,2146629.66,38,Other,Business,13386348,86.42,54.79,9.84
Mumbai,Maharashtra,2023,Cyberstalking,199,143,56,2796811.21,31,Female,Government Employee,13409017,85.75,81.3,8.59
Pune,Maharashtra,2024,Data Breach,238,200,38,3511591.64,25,Male,Teacher,17107178,74.02,50.31,7.51
Nagpur,Maharashtra,2024,Phishing,92,49,43,4824622.74,15,Male,Doctor,15876573,92.41,56.12,2.64
Nashik,Maharashtra,2022,Identity Theft,50,38,12,236888.92,39,Female,Business,1978139,93.1,79.21,8.4
Thane,Maharashtra,2023,Phishing,113,108,5,3301576.9,66,Other,Business,6584608,61.18,65.97,7.16
New Delhi,Delhi,2022,Cyberstalking,355,18,337,1830712.99,56,Male,Doctor,2963961,94.89,76.78,5.53
Dwarka,Delhi,2023,Ransomware,310,102,208,2612826.37,62,Other,Engineer,3075464,79.24,73.57,7.59
Rohini,Delhi,2024,Identity Theft,187,70,117,1170162.79,27,Female,Freelancer,19340668,60.16,40.5,7.06
Saket,Delhi,2024,Financial Fraud,267,150,117,1732831.18,22,Other,Business,18099042,88.46,64.49,8.94
Karol Bagh,Delhi,2023,Hacking,404,124,280,3799492.76,64,Female,Unemployed,19740630,90.17,58.92,4.58
Bengaluru,Karnataka,2023,Data Breach,356,117,239,4010798.9,41,Female,Student,8886549,68.69,35.58,8.74
Mysuru,Karnataka,2023,Financial Fraud,293,91,202,2408949.5,37,Male,Business,6183228,93.15,70.99,11.1
Mangaluru,Karnataka,2023,Data Breach,130,61,69,4370075.37,28,Male,Teacher,8428388,89.27,51.36,9.79
Hubli,Karnataka,2022,Financial Fraud,356,339,17,2488691.07,15,Other,Student,16233036,72.99,48.93,10.98
Belgaum,Karnataka,2024,Online Harassment,261,93,168,4922753.68,47,Female,Freelancer,7502197,86.26,37.69,7.26
Chennai,Tamil Nadu,2023,Hacking,491,276,215,211185.1,37,Female,Doctor,15390953,94.18,71.89,6.6
Coimbatore,Tamil Nadu,2024,Phishing,16,6,10,1928168.62,21,Female,Government Employee,8764111,66.55,45.77,4.69
Madurai,Tamil Nadu,2024,Identity Theft,197,47,150,2518911.58,28,Female,Government Employee,12299984,89.9,46.78,3.8
Tiruchirappalli,Tamil Nadu,2022,Data Breach,426,51,375,3618036.52,66,Male,Freelancer,12830325,66.86,78.0,9.39
Salem,Tamil Nadu,2023,Phishing,100,53,47,2523009.24,69,Other,Government Employee,16378264,70.5,63.73,7.68
Lucknow,Uttar Pradesh,2023,Financial Fraud,363,83,280,347180.07,67,Female,Unemployed,3281355,75.74,50.08,5.61
Kanpur,Uttar Pradesh,2024,Online Harassment,186,5,181,2088216.48,37,Other,Teacher,19406000,80.16,68.95,3.75
Ghaziabad,Uttar Pradesh,2023,Identity Theft,176,172,4,2576700.4,64,Other,Unemployed,2680919,73.34,47.19,8.32
Varanasi,Uttar Pradesh,2022,Cyberstalking,337,172,165,2137991.61,54,Other,Freelancer,2443910,62.77,50.62,5.13
Agra,Uttar Pradesh,2024,Online Harassment,373,136,237,3046655.62,40,Female,Unemployed,12235789,86.18,61.26,6.5
Kolkata,West Bengal,2022,Cyberstalking,447,11,436,668947.56,30,Other,Business,2736526,67.37,53.82,2.96
Howrah,West Bengal,2023,Phishing,23,12,11,2643714.82,20,Male,Business,5260143,62.95,85.9,5.9
Durgapur,West Bengal,2022,Data Breach,387,145,242,2243644.11,23,Male,Doctor,1008693,61.23,51.41,11.15
Asansol,West Bengal,2023,Hacking,455,276,179,4677544.98,50,Female,Doctor,18145488,66.2,65.86,8.31
Siliguri,West Bengal,2024,Ransomware,278,273,5,1582823.57,37,Female,Teacher,3054934,75.47,51.95,4.6
Ahmedabad,Gujarat,2023,Phishing,10,8,2,4086129.96,69,Male,Government Employee,9672144,76.42,30.5,11.22
Surat,Gujarat,2023,Online Harassment,14,12,2,2180654.8,33,Other,Teacher,292195,79.19,41.31,10.82
Vadodara,Gujarat,2023,Ransomware,137,41,96,3588943.02,56,Female,Freelancer,7451853,69.2,55.33,4.4
Rajkot,Gujarat,2024,Online Harassment,155,136,19,4053602.81,41,Male,Engineer,6170569,64.78,36.62,6.55
Bhavnagar,Gujarat,2023,Online Harassment,368,318,50,2485380.27,35,Male,Doctor,1715375,93.94,31.33,11.72
Jaipur,Rajasthan,2023,Online Harassment,74,56,18,3649180.0,29,Male,Doctor,544083,77.28,50.51,5.12
Jodhpur,Rajasthan,2023,Identity Theft,247,178,69,3967552.34,36,Male,Doctor,1930334,69.33,53.55,7.43
Udaipur,Rajasthan,2022,Data Breach,468,430,38,1287893.36,39,Male,Engineer,8403790,73.47,88.5,4.47
Kota,Rajasthan,2022,Data Breach,245,188,57,3866430.04,48,Other,Teacher,15915392,73.62,87.67,11.36
